id,title,genres,keywords
179,The Interpreter,"['Crime', 'Thriller']","['new', 'york', 'dictator', 'africa', 'destruction', 'civilization', 'assassination', 'resistance', 'revenge', 'murder', 'united', 'nations', 'witness', 'murder', 'fbi', 'agent', 'resistance', 'fighter']"
180,Minority Report,"['Action', 'Thriller', 'Science', 'Fiction', 'Mystery']","['prophecy', 'washington', 'd.c.', 'evidence', 'future', 'hologram', 'dystopia', 'murder', 'future']"
184,Jackie Brown,"['Comedy', 'Crime', 'Romance']","['airport', 'underworld', 'arms', 'deal', 'weapon', 'police', 'drug']"
186,Lucky Number Slevin,"['Drama', 'Thriller', 'Crime', 'Mystery']","['assassination', 'assassin', 'identity', 'sniper', 'mistake', 'person', 'jew', 'gangster', 'boss', 'gambling', 'debts', 'boss', 'murder', 'sniper', 'rifle', 'fbi', 'agent', 'horse', 'racing', 'gambler', 'hoodlum', 'black', 'men']"
187,Sin City,"['Action', 'Thriller', 'Crime']","['dystopia', 'based', 'comic', 'held', 'captive', 'based', 'graphic', 'novel', 'black', 'white', 'color', 'black', 'white', 'scene', 'black', 'white', 'color', 'mysterious', 'killer', 'right', 'thing', 'mer', 'cedes', 'silhouette']"
189,Sin City: A Dame to Kill For,"['Crime', 'Thriller']","['detective', 'dystopia', 'dominatrix', 'murder', 'suspense', 'twins', 'based', 'graphic', 'novel', 'dark', 'horse', 'comics']"
192,The Name of the Rose,"['Drama', 'Thriller', 'Mystery']","['christianity', 'library', 'inquisition', 'monk', 'poison', 'secret', 'passage', 'labyrinth', 'rich', 'middle', 'ages', 'persecution', 'medieval', 'franciscan', 'burned', 'stake', 'poor', 'murder', 'mystery', 'theological', 'debate']"
193,Star Trek: Generations,"['Science', 'Fiction', 'Action', 'Adventure', 'Thriller']","['based', 'series', 'death', 'exploding', 'planet', 'mountain', 'cabin', 'solar', 'system']"
196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'Science', 'Fiction']","['railroad', 'robber', 'california', 'indian', 'territory', 'sports', 'car', 'inventor', 'locomotive', 'saloon', 'horseback', 'riding', 'time', 'travel', 'outlaw', 'sequel', 'mad', 'scientist', 'native', 'american', 'western', 'shootout', 'gunfight', 'train', 'wild', 'west', 'cavalry']"
197,Braveheart,"['Action', 'Drama', 'History', 'War']","['individual', 'scotland', 'love', 'enemy', 'legend', 'independence', 'idealism', 'revolt', 'tyranny']"
199,Star Trek: First Contact,"['Science', 'Fiction', 'Action', 'Adventure', 'Thriller']","['federation', 'star', 'fleet', 'cyborg', 'montana', 'resistance', 'inventor', 'repayment', 'obsession', 'business', 'space', 'opera']"
200,Star Trek: Insurrection,"['Science', 'Fiction', 'Action', 'Adventure', 'Thriller']","['space', 'opera', 'retribution', 'spacecraft', 'officer', 'exploding', 'ship']"
201,Star Trek: Nemesis,"['Science', 'Fiction', 'Action', 'Adventure', 'Thriller']","['clone', 'assassination', 'ambush', 'federation', 'star', 'fleet', 'romulus', 'android', 'senate', 'self', 'sacrifice', 'telepathy', 'weapon', 'space', 'opera']"
205,Hotel Rwanda,"['Drama', 'History', 'War']","['rwanda', 'refugee', 'refugee', 'camp', 'militia', 'murder', 'slaughter', 'dead', 'body', 'atrocity', 'african', 'cruelty', 'violence', 'united', 'nations', 'genocide', 'rwanda', 'death']"
207,Dead Poets Society,['Drama'],"['individual', 'philosophy', 'poetry', 'shakespeare', 'professor', 'literature', 'friendship', 'filmes', 'professor']"
214,Saw III,"['Horror', 'Thriller', 'Crime']","['brain', 'tumor', 'nudity', 'suffocation', 'mutilation', 'severed', 'foot', 'famous', 'theme', 'shot', 'face']"
215,Saw II,['Horror'],"['riddle', 'serial', 'killer']"
217,Indiana Jones and the Kingdom of the Crystal Skull,"['Adventure', 'Action']","['saving', 'world', 'riddle', 'whip', 'treasure', 'mexico', 'city', 'leather', 'jacket', 'machine', 'gun', 'alien', 'phenomenons', 'maya', 'civilization', 'peru', 'treasure', 'hunt', 'nuclear', 'explosion', 'refrigerator', 'archaeologist', 'indiana', 'jones']"
218,The Terminator,"['Action', 'Thriller', 'Science', 'Fiction']","['saving', 'world', 'artificial', 'intelligence', 'rebel', 'cyborg', 'shotgun', 'killer', 'robot', 'sun', 'glasses', 'dystopia', 'car', 'chase', 'laser', 'gun', 'urban', 'setting', 'future', 'war']"
226,Boys Don't Cry,"['Crime', 'Drama']","['rape', 'sex', 'identity', 'small', 'town', 'love', 'friends', 'murder', 'romance', 'true', 'transgender', 'anger', 'woman', 'director', 'nebraska', 'small', 'town', 'murder', 'gender', 'identity']"
231,Syriana,"['Drama', 'Thriller']","['anti', 'terror', 'bomb', 'assassination', 'middle', 'east', 'lebanon', 'cia', 'capitalism', 'globalization', 'loss', 'son', 'persia', 'war', 'aga', 'inst', 'terror', 'energy', 'policy', 'petrol']"
235,Stand by Me,"['Crime', 'Drama']","['based', 'novel', 'friendship', 'coming', 'age', 'railroad', 'track', 'story', 'within', 'story', 'coin', 'campfire', 'story', 'reference', 'superman', 'normandy', 'beach', 'child', '1950s', 'boys']"
241,Natural Born Killers,"['Crime', 'Thriller', 'Drama']","['sadistic', 'journalist', 'mass', 'murder', 'yellow', 'press', 'trauma', 'daughter', 'satire', 'controversy', 'controversial', 'violence', 'young', 'couple', 'abuse']"
242,The Godfather: Part III,"['Crime', 'Drama', 'Thriller']","['italy', 'christianity', 'new', 'york', 'assassination', 'vatican', 'pope', 'confession', 'helicopter', 'daughter', 'lawyer']"
243,High Fidelity,"['Comedy', 'Drama', 'Romance', 'Music']","['chicago', 'music', 'record', 'rock', 'roll', 'record', 'store', 'soul', 'disc', 'jockey', 'pop', 'bruce', 'frederick', 'joseph', 'spring', 'steen', 'springs', 'teen', 'record', 'collection']"
245,About a Boy,"['Drama', 'Comedy', 'Romance']","['london', 'england', 'rock', 'roll', 'single', 'parent', 'rap', 'music', 'bachelor', 'becoming', 'adult', 'friendship', 'single']"
251,Ghost,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['corruption', 'fortune', 'teller', 'money', 'transfer', 'money', 'laundering', 'pottery', 'afterlife', 'spiritism']"
254,King Kong,"['Adventure', 'Drama', 'Action']","['film', 'business', 'screenplay', 'show', 'business', 'film', 'making', 'film', 'producer', 'exotic', 'island', 'monster', 'indigenous', 'ship', 'dinosaur']"
262,The King of Comedy,"['Comedy', 'Drama']","['prison', 'show', 'business', 'entertainer', 'fbi', 'blackmail', 'show', 'public', 'studio', 'receptionist']"
268,Batman,"['Fantasy', 'Action']","['double', 'life', 'comics', 'dual', 'identity', 'chemical', 'crime', 'fighter', 'fictional', 'place', 'got', 'ham', 'city', 'super', 'hero', 'super', 'powers']"
272,Batman Begins,"['Action', 'Crime', 'Drama']","['himalaya', 'martial', 'arts', 'comics', 'crime', 'fighter', 'secret', 'identity', 'undercover', 'hero', 'loss', 'father', 'society', 'got', 'ham', 'city', 'vigilante', 'super', 'hero', 'based', 'comic', 'rivalry', 'tragic', 'hero', 'ninja', 'good', 'evil', 'crime', 'super', 'powers', 'haunted', 'past', 'evil', 'doctor', 'escapade', 'master', 'villain', 'fighting', 'crime', 'love', 'romance', 'unfulfilled', 'love']"
274,The Silence of the Lambs,"['Crime', 'Drama', 'Thriller']","['based', 'novel', 'psychopath', 'horror', 'suspense', 'serial', 'killer', 'psychological', 'thriller', 'cannibal', 'fbi', 'agent', 'animal', 'cast', 'credits', 'cannibalism']"
